partij,age,gender,geo,percentage geslacht/leeftijd,percentage regio,percentage totaal
SP,18-24,man,Limburg,"2,84","9,49","0,15"
VVD,18-24,man,Limburg,"12,14","6,88","0,72"
50Plus,25-34,man,Limburg,0,"10,65",0
CDA,25-34,man,Limburg,"8,66","12,72","1,23"
ChristenUnie,25-34,man,Limburg,"6,42","2,58","0,11"
D66,25-34,man,Limburg,"8,99","7,05","0,52"
DENK,25-34,man,Limburg,"14,36","6,79","1,33"
FvD,25-34,man,Limburg,"15,64","8,49","1,29"
GroenLinks,25-34,man,Limburg,"10,85","5,47","0,52"
PvdA,25-34,man,Limburg,"6,18","32,1","1,83"
PvdD,25-34,man,Limburg,"9,42","6,18","0,58"
SGP,25-34,man,Limburg,"17,04","1,63","0,28"
SP,25-34,man,Limburg,"4,03","9,49","0,31"
VVD,25-34,man,Limburg,"15,27","6,88",1
50Plus,35-44,man,Limburg,0,"10,65",0
CDA,35-44,man,Limburg,"8,68","12,72","1,27"
ChristenUnie,35-44,man,Limburg,"6,36","2,58","0,13"
D66,35-44,man,Limburg,"5,85","7,05","0,42"
DENK,35-44,man,Limburg,"13,91","6,79","1,03"
FvD,35-44,man,Limburg,"11,83","8,49",1
GroenLinks,35-44,man,Limburg,"3,84","5,47","0,19"
PvdA,35-44,man,Limburg,"4,01","32,1","1,4"
PvdD,35-44,man,Limburg,"4,49","6,18","0,29"
SGP,35-44,man,Limburg,"8,93","1,63","0,15"
SP,35-44,man,Limburg,"4,81","9,49","0,42"
VVD,35-44,man,Limburg,"10,82","6,88","0,77"
50Plus,45-54,man,Limburg,0,"10,65",0
CDA,45-54,man,Limburg,"10,58","12,72","1,4"
ChristenUnie,45-54,man,Limburg,"6,44","2,58","0,16"
D66,45-54,man,Limburg,"7,76","7,05","0,61"
DENK,45-54,man,Limburg,"8,34","6,79","0,12"
FvD,45-54,man,Limburg,"13,37","8,49","1,11"
GroenLinks,45-54,man,Limburg,"3,73","5,47","0,22"
PvdA,45-54,man,Limburg,"4,86","32,1","1,66"
PvdD,45-54,man,Limburg,"4,72","6,18","0,33"
SGP,45-54,man,Limburg,"7,64","1,63","0,13"
SP,45-54,man,Limburg,"8,82","9,49","0,86"
VVD,45-54,man,Limburg,"12,66","6,88","0,91"
50Plus,55-64,man,Limburg,"9,27","10,65","0,97"
CDA,55-64,man,Limburg,"12,1","12,72","1,43"
ChristenUnie,55-64,man,Limburg,"6,03","2,58","0,17"
D66,55-64,man,Limburg,"7,88","7,05","0,59"
DENK,55-64,man,Limburg,"6,69","6,79",0
FvD,55-64,man,Limburg,"11,44","8,49","1,02"
GroenLinks,55-64,man,Limburg,"3,88","5,47","0,26"
PvdA,55-64,man,Limburg,"6,49","32,1","2,63"
PvdD,55-64,man,Limburg,"5,33","6,18","0,38"
SGP,55-64,man,Limburg,"5,51","1,63","0,09"
SP,55-64,man,Limburg,"16,34","9,49","1,63"
VVD,55-64,man,Limburg,"8,89","6,88","0,65"
50Plus,65+,man,Limburg,"34,89","10,65","3,71"
CDA,65+,man,Limburg,"18,14","12,72","1,96"
ChristenUnie,65+,man,Limburg,"8,03","2,58","0,31"
D66,65+,man,Limburg,"7,58","7,05","0,58"
DENK,65+,man,Limburg,"5,74","6,79",0
FvD,65+,man,Limburg,"8,9","8,49","0,8"
GroenLinks,65+,man,Limburg,"4,29","5,47","0,33"
PvdA,65+,man,Limburg,"7,13","32,1","3,08"
PvdD,65+,man,Limburg,"4,61","6,18","0,33"
SGP,65+,man,Limburg,"5,23","1,63","0,09"
SP,65+,man,Limburg,"22,12","9,49","2,28"
VVD,65+,man,Limburg,"5,96","6,88","0,46"
50Plus,13-17,onbekend,Limburg,0,"10,65",0
CDA,13-17,onbekend,Limburg,0,"12,72",0
ChristenUnie,13-17,onbekend,Limburg,0,"2,58",0
D66,13-17,onbekend,Limburg,0,"7,05",0
DENK,13-17,onbekend,Limburg,0,"6,79",0
FvD,13-17,onbekend,Limburg,0,"8,49",0
GroenLinks,13-17,onbekend,Limburg,0,"5,47",0
PvdA,13-17,onbekend,Limburg,0,"32,1",0
PvdD,13-17,onbekend,Limburg,"0,01","6,18",0
SGP,13-17,onbekend,Limburg,0,"1,63",0
SP,13-17,onbekend,Limburg,0,"9,49",0
VVD,13-17,onbekend,Limburg,0,"6,88",0
50Plus,18-24,onbekend,Limburg,0,"10,65",0
CDA,18-24,onbekend,Limburg,0,"12,72",0
ChristenUnie,18-24,onbekend,Limburg,"0,01","2,58",0
D66,18-24,onbekend,Limburg,"0,07","7,05",0
DENK,18-24,onbekend,Limburg,"0,07","6,79","0,01"
FvD,18-24,onbekend,Limburg,"0,01","8,49",0
GroenLinks,18-24,onbekend,Limburg,"0,12","5,47","0,01"
PvdA,18-24,onbekend,Limburg,"0,06","32,1","0,02"
PvdD,18-24,onbekend,Limburg,"0,08","6,18",0
SGP,18-24,onbekend,Limburg,"0,01","1,63",0
SP,18-24,onbekend,Limburg,"0,01","9,49",0
VVD,18-24,onbekend,Limburg,"0,05","6,88",0
50Plus,25-34,onbekend,Limburg,0,"10,65",0
CDA,25-34,onbekend,Limburg,"0,04","12,72","0,01"
ChristenUnie,25-34,onbekend,Limburg,"0,01","2,58",0
D66,25-34,onbekend,Limburg,"0,08","7,05",0
DENK,25-34,onbekend,Limburg,"0,08","6,79","0,01"
FvD,25-34,onbekend,Limburg,"0,03","8,49",0
GroenLinks,25-34,onbekend,Limburg,"0,15","5,47","0,01"
PvdA,25-34,onbekend,Limburg,"0,04","32,1",0
PvdD,25-34,onbekend,Limburg,"0,09","6,18","0,01"
SGP,25-34,onbekend,Limburg,"0,03","1,63",0
SP,25-34,onbekend,Limburg,"0,02","9,49",0
VVD,25-34,onbekend,Limburg,"0,06","6,88",0
50Plus,35-44,onbekend,Limburg,0,"10,65",0
CDA,35-44,onbekend,Limburg,"0,08","12,72","0,01"
ChristenUnie,35-44,onbekend,Limburg,"0,08","2,58",0
D66,35-44,onbekend,Limburg,"0,07","7,05",0
DENK,35-44,onbekend,Limburg,"0,11","6,79","0,01"
FvD,35-44,onbekend,Limburg,"0,07","8,49","0,01"
GroenLinks,35-44,onbekend,Limburg,"0,08","5,47",0
PvdA,35-44,onbekend,Limburg,"0,08","32,1","0,01"
PvdD,35-44,onbekend,Limburg,"0,08","6,18","0,01"
SGP,35-44,onbekend,Limburg,"0,06","1,63",0
SP,35-44,onbekend,Limburg,"0,03","9,49",0
VVD,35-44,onbekend,Limburg,"0,1","6,88","0,01"
50Plus,45-54,onbekend,Limburg,0,"10,65",0
CDA,45-54,onbekend,Limburg,"0,06","12,72","0,01"
ChristenUnie,45-54,onbekend,Limburg,"0,07","2,58",0
D66,45-54,onbekend,Limburg,"0,08","7,05","0,01"
DENK,45-54,onbekend,Limburg,"0,08","6,79",0
FvD,45-54,onbekend,Limburg,"0,05","8,49",0
GroenLinks,45-54,onbekend,Limburg,"0,06","5,47",0
PvdA,45-54,onbekend,Limburg,"0,08","32,1","0,01"
PvdD,45-54,onbekend,Limburg,"0,05","6,18",0
SGP,45-54,onbekend,Limburg,"0,02","1,63",0
SP,45-54,onbekend,Limburg,"0,04","9,49",0
VVD,45-54,onbekend,Limburg,"0,09","6,88","0,01"
50Plus,55-64,onbekend,Limburg,"0,07","10,65","0,01"
CDA,55-64,onbekend,Limburg,"0,05","12,72","0,01"
ChristenUnie,55-64,onbekend,Limburg,"0,05","2,58",0
D66,55-64,onbekend,Limburg,"0,07","7,05",0
DENK,55-64,onbekend,Limburg,"0,04","6,79",0
FvD,55-64,onbekend,Limburg,"0,03","8,49",0
GroenLinks,55-64,onbekend,Limburg,"0,03","5,47",0
PvdA,55-64,onbekend,Limburg,"0,06","32,1","0,03"
PvdD,55-64,onbekend,Limburg,"0,03","6,18",0
SGP,55-64,onbekend,Limburg,"0,02","1,63",0
SP,55-64,onbekend,Limburg,"0,08","9,49","0,01"
VVD,55-64,onbekend,Limburg,"0,05","6,88",0
50Plus,65+,onbekend,Limburg,"0,27","10,65","0,03"
CDA,65+,onbekend,Limburg,"0,06","12,72","0,01"
ChristenUnie,65+,onbekend,Limburg,"0,07","2,58",0
D66,65+,onbekend,Limburg,"0,07","7,05","0,01"
DENK,65+,onbekend,Limburg,"0,04","6,79",0
FvD,65+,onbekend,Limburg,"0,04","8,49",0
GroenLinks,65+,onbekend,Limburg,"0,04","5,47",0
PvdA,65+,onbekend,Limburg,"0,05","32,1","0,01"
PvdD,65+,onbekend,Limburg,"0,03","6,18",0
SGP,65+,onbekend,Limburg,"0,01","1,63",0
SP,65+,onbekend,Limburg,"0,08","9,49","0,01"
VVD,65+,onbekend,Limburg,"0,05","6,88",0
50Plus,13-17,vrouw,Noord-Holland,0,"12,5",0
CDA,13-17,vrouw,Noord-Holland,0,"8,53",0
ChristenUnie,13-17,vrouw,Noord-Holland,0,"8,85",0
D66,13-17,vrouw,Noord-Holland,0,"16,32",0
DENK,13-17,vrouw,Noord-Holland,0,"43,45",0
FvD,13-17,vrouw,Noord-Holland,"0,01","13,16",0
GroenLinks,13-17,vrouw,Noord-Holland,0,"19,54",0
PvdA,13-17,vrouw,Noord-Holland,"0,09","52,23","0,07"
PvdD,13-17,vrouw,Noord-Holland,"1,01","16,2","0,15"
SGP,13-17,vrouw,Noord-Holland,0,"4,15",0
SP,13-17,vrouw,Noord-Holland,0,"13,37",0
VVD,13-17,vrouw,Noord-Holland,0,"15,96",0
50Plus,18-24,vrouw,Noord-Holland,0,"12,5",0
CDA,18-24,vrouw,Noord-Holland,"0,89","8,53","0,12"
ChristenUnie,18-24,vrouw,Noord-Holland,"3,11","8,85","0,24"
D66,18-24,vrouw,Noord-Holland,"13,58","16,32","2,29"
DENK,18-24,vrouw,Noord-Holland,"6,32","43,45","2,47"
FvD,18-24,vrouw,Noord-Holland,"2,21","13,16","0,29"
GroenLinks,18-24,vrouw,Noord-Holland,"21,77","19,54","4,72"
PvdA,18-24,vrouw,Noord-Holland,"17,59","52,23","6,83"
PvdD,18-24,vrouw,Noord-Holland,"21,32","16,2","3,9"
SGP,18-24,vrouw,Noord-Holland,"9,08","4,15","0,37"
SP,18-24,vrouw,Noord-Holland,"1,41","13,37","0,05"
VVD,18-24,vrouw,Noord-Holland,"5,6","15,96","0,9"
50Plus,25-34,vrouw,Noord-Holland,0,"12,5",0
CDA,25-34,vrouw,Noord-Holland,"6,09","8,53","0,36"
ChristenUnie,25-34,vrouw,Noord-Holland,"7,48","8,85","0,6"
D66,25-34,vrouw,Noord-Holland,"8,1","16,32","1,61"
DENK,25-34,vrouw,Noord-Holland,"5,59","43,45","3,08"
FvD,25-34,vrouw,Noord-Holland,"3,3","13,16","0,41"
GroenLinks,25-34,vrouw,Noord-Holland,"15,95","19,54","3,19"
PvdA,25-34,vrouw,Noord-Holland,"11,71","52,23","5,55"
PvdD,25-34,vrouw,Noord-Holland,"14,15","16,2","2,46"
SGP,25-34,vrouw,Noord-Holland,"9,39","4,15","0,39"
SP,25-34,vrouw,Noord-Holland,"2,11","13,37","0,16"
VVD,25-34,vrouw,Noord-Holland,"5,61","15,96","0,89"
50Plus,35-44,vrouw,Noord-Holland,0,"12,5",0
CDA,35-44,vrouw,Noord-Holland,"6,21","8,53","0,41"
ChristenUnie,35-44,vrouw,Noord-Holland,"10,65","8,85","0,86"
D66,35-44,vrouw,Noord-Holland,"5,61","16,32","0,99"
DENK,35-44,vrouw,Noord-Holland,"6,08","43,45","3,45"
FvD,35-44,vrouw,Noord-Holland,"3,71","13,16","0,46"
GroenLinks,35-44,vrouw,Noord-Holland,"5,88","19,54","1,02"
PvdA,35-44,vrouw,Noord-Holland,"7,68","52,23","4,76"
PvdD,35-44,vrouw,Noord-Holland,"6,88","16,2","1,13"
SGP,35-44,vrouw,Noord-Holland,"6,22","4,15","0,26"
SP,35-44,vrouw,Noord-Holland,"2,8","13,37","0,31"
VVD,35-44,vrouw,Noord-Holland,"4,86","15,96","0,76"
50Plus,45-54,vrouw,Noord-Holland,0,"12,5",0
CDA,45-54,vrouw,Noord-Holland,"7,4","8,53","0,51"
ChristenUnie,45-54,vrouw,Noord-Holland,"11,37","8,85","0,95"
D66,45-54,vrouw,Noord-Holland,"7,52","16,32","1,01"
DENK,45-54,vrouw,Noord-Holland,"4,66","43,45","2,27"
FvD,45-54,vrouw,Noord-Holland,"5,52","13,16","0,71"
GroenLinks,45-54,vrouw,Noord-Holland,"6,8","19,54","1,24"
PvdA,45-54,vrouw,Noord-Holland,"7,68","52,23","4,48"
PvdD,45-54,vrouw,Noord-Holland,"4,92","16,2","0,76"
SGP,45-54,vrouw,Noord-Holland,"5,77","4,15","0,24"
SP,45-54,vrouw,Noord-Holland,"5,26","13,37","0,67"
VVD,45-54,vrouw,Noord-Holland,"6,61","15,96","1,05"
50Plus,55-64,vrouw,Noord-Holland,"9,36","12,5","1,17"
CDA,55-64,vrouw,Noord-Holland,"7,91","8,53","0,64"
ChristenUnie,55-64,vrouw,Noord-Holland,"11,67","8,85","1,04"
D66,55-64,vrouw,Noord-Holland,"8,03","16,32","1,17"
DENK,55-64,vrouw,Noord-Holland,"5,54","43,45","2,23"
FvD,55-64,vrouw,Noord-Holland,"7,77","13,16",1
GroenLinks,55-64,vrouw,Noord-Holland,"5,42","19,54","0,96"
PvdA,55-64,vrouw,Noord-Holland,"9,32","52,23","5,51"
PvdD,55-64,vrouw,Noord-Holland,"5,56","16,2","0,82"
SGP,55-64,vrouw,Noord-Holland,"5,08","4,15","0,22"
SP,55-64,vrouw,Noord-Holland,"11,75","13,37","1,61"
VVD,55-64,vrouw,Noord-Holland,"5,76","15,96","0,94"
50Plus,65+,vrouw,Noord-Holland,"46,14","12,5","5,77"
CDA,65+,vrouw,Noord-Holland,"10,99","8,53","1,09"
ChristenUnie,65+,vrouw,Noord-Holland,"18,94","8,85","1,88"
D66,65+,vrouw,Noord-Holland,"8,75","16,32","1,38"
DENK,65+,vrouw,Noord-Holland,"7,22","43,45","2,54"
FvD,65+,vrouw,Noord-Holland,"7,63","13,16","0,97"
GroenLinks,65+,vrouw,Noord-Holland,"6,42","19,54","1,17"
PvdA,65+,vrouw,Noord-Holland,"10,51","52,23","5,98"
PvdD,65+,vrouw,Noord-Holland,"6,31","16,2","0,89"
SGP,65+,vrouw,Noord-Holland,"6,32","4,15","0,27"
SP,65+,vrouw,Noord-Holland,"17,44","13,37","2,47"
VVD,65+,vrouw,Noord-Holland,"5,41","15,96","0,83"
50Plus,13-17,man,Noord-Holland,0,"12,5",0
CDA,13-17,man,Noord-Holland,0,"8,53",0
ChristenUnie,13-17,man,Noord-Holland,0,"8,85",0
D66,13-17,man,Noord-Holland,0,"16,32",0
DENK,13-17,man,Noord-Holland,0,"43,45",0
FvD,13-17,man,Noord-Holland,"0,08","13,16","0,01"
GroenLinks,13-17,man,Noord-Holland,0,"19,54",0
PvdA,13-17,man,Noord-Holland,"0,04","52,23","0,03"
PvdD,13-17,man,Noord-Holland,"0,88","16,2","0,13"
SGP,13-17,man,Noord-Holland,0,"4,15",0
SP,13-17,man,Noord-Holland,0,"13,37",0
VVD,13-17,man,Noord-Holland,0,"15,96",0
50Plus,18-24,man,Noord-Holland,0,"12,5",0
CDA,18-24,man,Noord-Holland,"2,05","8,53","0,27"
ChristenUnie,18-24,man,Noord-Holland,"3,2","8,85","0,25"
D66,18-24,man,Noord-Holland,"9,72","16,32","1,63"
DENK,18-24,man,Noord-Holland,"15,15","43,45","4,96"
FvD,18-24,man,Noord-Holland,"8,35","13,16","1,16"
GroenLinks,18-24,man,Noord-Holland,"10,68","19,54","2,29"
PvdA,18-24,man,Noord-Holland,"6,34","52,23","2,84"
PvdD,18-24,man,Noord-Holland,"10,03","16,2","1,65"
SGP,18-24,man,Noord-Holland,"13,65","4,15","0,55"
SP,18-24,man,Noord-Holland,"2,84","13,37","0,24"
VVD,18-24,man,Noord-Holland,"12,14","15,96","1,97"
50Plus,25-34,man,Noord-Holland,0,"12,5",0
CDA,25-34,man,Noord-Holland,"8,66","8,53","0,59"
ChristenUnie,25-34,man,Noord-Holland,"6,42","8,85","0,51"
D66,25-34,man,Noord-Holland,"8,99","16,32","1,69"
DENK,25-34,man,Noord-Holland,"14,36","43,45","6,41"
FvD,25-34,man,Noord-Holland,"15,64","13,16","2,05"
GroenLinks,25-34,man,Noord-Holland,"10,85","19,54","2,1"
PvdA,25-34,man,Noord-Holland,"6,18","52,23","3,17"
PvdD,25-34,man,Noord-Holland,"9,42","16,2","1,52"
SGP,25-34,man,Noord-Holland,"17,04","4,15","0,7"
SP,25-34,man,Noord-Holland,"4,03","13,37","0,47"
VVD,25-34,man,Noord-Holland,"15,27","15,96","2,5"
50Plus,35-44,man,Noord-Holland,0,"12,5",0
CDA,35-44,man,Noord-Holland,"8,68","8,53","0,66"
ChristenUnie,35-44,man,Noord-Holland,"6,36","8,85","0,53"
D66,35-44,man,Noord-Holland,"5,85","16,32","1,05"
DENK,35-44,man,Noord-Holland,"13,91","43,45","6,83"
FvD,35-44,man,Noord-Holland,"11,83","13,16","1,6"
GroenLinks,35-44,man,Noord-Holland,"3,84","19,54","0,6"
PvdA,35-44,man,Noord-Holland,"4,01","52,23","2,07"
PvdD,35-44,man,Noord-Holland,"4,49","16,2","0,7"
SGP,35-44,man,Noord-Holland,"8,93","4,15","0,37"
SP,35-44,man,Noord-Holland,"4,81","13,37","0,64"
VVD,35-44,man,Noord-Holland,"10,82","15,96","1,74"
50Plus,45-54,man,Noord-Holland,0,"12,5",0
CDA,45-54,man,Noord-Holland,"10,58","8,53","0,83"
ChristenUnie,45-54,man,Noord-Holland,"6,44","8,85","0,57"
D66,45-54,man,Noord-Holland,"7,76","16,32","1,16"
DENK,45-54,man,Noord-Holland,"8,34","43,45","4,14"
FvD,45-54,man,Noord-Holland,"13,37","13,16","1,83"
GroenLinks,45-54,man,Noord-Holland,"3,73","19,54","0,68"
PvdA,45-54,man,Noord-Holland,"4,86","52,23","3,14"
PvdD,45-54,man,Noord-Holland,"4,72","16,2","0,66"
SGP,45-54,man,Noord-Holland,"7,64","4,15","0,32"
SP,45-54,man,Noord-Holland,"8,82","13,37","1,21"
VVD,45-54,man,Noord-Holland,"12,66","15,96","1,98"
50Plus,55-64,man,Noord-Holland,"9,27","12,5","1,17"
CDA,55-64,man,Noord-Holland,"12,1","8,53","1,11"
ChristenUnie,55-64,man,Noord-Holland,"6,03","8,85","0,57"
D66,55-64,man,Noord-Holland,"7,88","16,32","1,12"
DENK,55-64,man,Noord-Holland,"6,69","43,45","2,9"
FvD,55-64,man,Noord-Holland,"11,44","13,16","1,48"
GroenLinks,55-64,man,Noord-Holland,"3,88","19,54","0,69"
PvdA,55-64,man,Noord-Holland,"6,49","52,23","3,45"
PvdD,55-64,man,Noord-Holland,"5,33","16,2","0,74"
SGP,55-64,man,Noord-Holland,"5,51","4,15","0,24"
SP,55-64,man,Noord-Holland,"16,34","13,37","2,26"
VVD,55-64,man,Noord-Holland,"8,89","15,96","1,39"
50Plus,65+,man,Noord-Holland,"34,89","12,5","4,35"
CDA,65+,man,Noord-Holland,"18,14","8,53","1,92"
ChristenUnie,65+,man,Noord-Holland,"8,03","8,85","0,82"
D66,65+,man,Noord-Holland,"7,58","16,32","1,17"
DENK,65+,man,Noord-Holland,"5,74","43,45","2,02"
FvD,65+,man,Noord-Holland,"8,9","13,16","1,15"
GroenLinks,65+,man,Noord-Holland,"4,29","19,54","0,8"
PvdA,65+,man,Noord-Holland,"7,13","52,23","4,09"
PvdD,65+,man,Noord-Holland,"4,61","16,2","0,63"
SGP,65+,man,Noord-Holland,"5,23","4,15","0,23"
SP,65+,man,Noord-Holland,"22,12","13,37","3,23"
VVD,65+,man,Noord-Holland,"5,96","15,96","0,95"
50Plus,13-17,onbekend,Noord-Holland,0,"12,5",0
CDA,13-17,onbekend,Noord-Holland,0,"8,53",0
ChristenUnie,13-17,onbekend,Noord-Holland,0,"8,85",0
D66,13-17,onbekend,Noord-Holland,0,"16,32",0
DENK,13-17,onbekend,Noord-Holland,0,"43,45",0
FvD,13-17,onbekend,Noord-Holland,0,"13,16",0
GroenLinks,13-17,onbekend,Noord-Holland,0,"19,54",0
PvdA,13-17,onbekend,Noord-Holland,0,"52,23",0
PvdD,13-17,onbekend,Noord-Holland,"0,01","16,2",0
SGP,13-17,onbekend,Noord-Holland,0,"4,15",0
SP,13-17,onbekend,Noord-Holland,0,"13,37",0
VVD,13-17,onbekend,Noord-Holland,0,"15,96",0
50Plus,18-24,onbekend,Noord-Holland,0,"12,5",0
CDA,18-24,onbekend,Noord-Holland,0,"8,53",0
ChristenUnie,18-24,onbekend,Noord-Holland,"0,01","8,85",0
D66,18-24,onbekend,Noord-Holland,"0,07","16,32","0,01"
DENK,18-24,onbekend,Noord-Holland,"0,07","43,45","0,01"
FvD,18-24,onbekend,Noord-Holland,"0,01","13,16",0
GroenLinks,18-24,onbekend,Noord-Holland,"0,12","19,54","0,03"
PvdA,18-24,onbekend,Noord-Holland,"0,06","52,23","0,02"
PvdD,18-24,onbekend,Noord-Holland,"0,08","16,2","0,01"
SGP,18-24,onbekend,Noord-Holland,"0,01","4,15",0
SP,18-24,onbekend,Noord-Holland,"0,01","13,37",0
VVD,18-24,onbekend,Noord-Holland,"0,05","15,96","0,01"
50Plus,25-34,onbekend,Noord-Holland,0,"12,5",0
CDA,25-34,onbekend,Noord-Holland,"0,04","8,53",0
ChristenUnie,25-34,onbekend,Noord-Holland,"0,01","8,85",0
D66,25-34,onbekend,Noord-Holland,"0,08","16,32","0,02"
DENK,25-34,onbekend,Noord-Holland,"0,08","43,45","0,03"
FvD,25-34,onbekend,Noord-Holland,"0,03","13,16",0
GroenLinks,25-34,onbekend,Noord-Holland,"0,15","19,54","0,03"
PvdA,25-34,onbekend,Noord-Holland,"0,04","52,23","0,05"
PvdD,25-34,onbekend,Noord-Holland,"0,09","16,2","0,02"
SGP,25-34,onbekend,Noord-Holland,"0,03","4,15",0
SP,25-34,onbekend,Noord-Holland,"0,02","13,37",0
VVD,25-34,onbekend,Noord-Holland,"0,06","15,96","0,01"
50Plus,35-44,onbekend,Noord-Holland,0,"12,5",0
CDA,35-44,onbekend,Noord-Holland,"0,08","8,53","0,01"
ChristenUnie,35-44,onbekend,Noord-Holland,"0,08","8,85","0,01"
D66,35-44,onbekend,Noord-Holland,"0,07","16,32","0,01"
DENK,35-44,onbekend,Noord-Holland,"0,11","43,45","0,05"
FvD,35-44,onbekend,Noord-Holland,"0,07","13,16","0,01"
GroenLinks,35-44,onbekend,Noord-Holland,"0,08","19,54","0,01"
PvdA,35-44,onbekend,Noord-Holland,"0,08","52,23","0,03"
PvdD,35-44,onbekend,Noord-Holland,"0,08","16,2","0,01"
SGP,35-44,onbekend,Noord-Holland,"0,06","4,15",0
SP,35-44,onbekend,Noord-Holland,"0,03","13,37",0
VVD,35-44,onbekend,Noord-Holland,"0,1","15,96","0,02"
50Plus,45-54,onbekend,Noord-Holland,0,"12,5",0
CDA,45-54,onbekend,Noord-Holland,"0,06","8,53","0,01"
ChristenUnie,45-54,onbekend,Noord-Holland,"0,07","8,85","0,01"
D66,45-54,onbekend,Noord-Holland,"0,08","16,32","0,01"
DENK,45-54,onbekend,Noord-Holland,"0,08","43,45","0,03"
FvD,45-54,onbekend,Noord-Holland,"0,05","13,16","0,01"
GroenLinks,45-54,onbekend,Noord-Holland,"0,06","19,54","0,01"
PvdA,45-54,onbekend,Noord-Holland,"0,08","52,23","0,04"
PvdD,45-54,onbekend,Noord-Holland,"0,05","16,2","0,01"
SGP,45-54,onbekend,Noord-Holland,"0,02","4,15",0
SP,45-54,onbekend,Noord-Holland,"0,04","13,37","0,01"
VVD,45-54,onbekend,Noord-Holland,"0,09","15,96","0,01"
50Plus,55-64,onbekend,Noord-Holland,"0,07","12,5","0,01"
CDA,55-64,onbekend,Noord-Holland,"0,05","8,53","0,01"
ChristenUnie,55-64,onbekend,Noord-Holland,"0,05","8,85",0
D66,55-64,onbekend,Noord-Holland,"0,07","16,32","0,01"
DENK,55-64,onbekend,Noord-Holland,"0,04","43,45","0,02"
FvD,55-64,onbekend,Noord-Holland,"0,03","13,16",0
GroenLinks,55-64,onbekend,Noord-Holland,"0,03","19,54","0,01"
PvdA,55-64,onbekend,Noord-Holland,"0,06","52,23","0,08"
PvdD,55-64,onbekend,Noord-Holland,"0,03","16,2",0
SGP,55-64,onbekend,Noord-Holland,"0,02","4,15",0
SP,55-64,onbekend,Noord-Holland,"0,08","13,37","0,01"
VVD,55-64,onbekend,Noord-Holland,"0,05","15,96","0,01"
50Plus,65+,onbekend,Noord-Holland,"0,27","12,5","0,03"
CDA,65+,onbekend,Noord-Holland,"0,06","8,53","0,01"
ChristenUnie,65+,onbekend,Noord-Holland,"0,07","8,85","0,01"
D66,65+,onbekend,Noord-Holland,"0,07","16,32","0,01"
DENK,65+,onbekend,Noord-Holland,"0,04","43,45","0,01"
FvD,65+,onbekend,Noord-Holland,"0,04","13,16","0,01"
GroenLinks,65+,onbekend,Noord-Holland,"0,04","19,54","0,01"
PvdA,65+,onbekend,Noord-Holland,"0,05","52,23","0,05"
PvdD,65+,onbekend,Noord-Holland,"0,03","16,2",0
SGP,65+,onbekend,Noord-Holland,"0,01","4,15",0
SP,65+,onbekend,Noord-Holland,"0,08","13,37","0,01"
VVD,65+,onbekend,Noord-Holland,"0,05","15,96","0,01"
50Plus,13-17,vrouw,North Brabant,0,"13,57",0
CDA,13-17,vrouw,North Brabant,0,"20,4",0
ChristenUnie,13-17,vrouw,North Brabant,0,"5,59",0
D66,13-17,vrouw,North Brabant,0,"14,47",0
DENK,13-17,vrouw,North Brabant,0,"13,94",0
FvD,13-17,vrouw,North Brabant,"0,01","13,45",0
GroenLinks,13-17,vrouw,North Brabant,0,"19,64",0
PvdA,13-17,vrouw,North Brabant,"0,09","61,9","0,08"
PvdD,13-17,vrouw,North Brabant,"1,01","12,52","0,14"
SGP,13-17,vrouw,North Brabant,0,"4,59",0
SP,13-17,vrouw,North Brabant,0,"20,01",0
VVD,13-17,vrouw,North Brabant,0,"16,43",0
50Plus,18-24,vrouw,North Brabant,0,"13,57",0
CDA,18-24,vrouw,North Brabant,"0,89","20,4","0,15"
ChristenUnie,18-24,vrouw,North Brabant,"3,11","5,59","0,15"
D66,18-24,vrouw,North Brabant,"13,58","14,47","1,99"
DENK,18-24,vrouw,North Brabant,"6,32","13,94","1,96"
FvD,18-24,vrouw,North Brabant,"2,21","13,45","0,31"
GroenLinks,18-24,vrouw,North Brabant,"21,77","19,64","3,9"
PvdA,18-24,vrouw,North Brabant,"17,59","61,9","13,19"
PvdD,18-24,vrouw,North Brabant,"21,32","12,52","2,69"
SGP,18-24,vrouw,North Brabant,"9,08","4,59","0,41"
SP,18-24,vrouw,North Brabant,"1,41","20,01","1,1"
VVD,18-24,vrouw,North Brabant,"5,6","16,43","1,04"
50Plus,25-34,vrouw,North Brabant,0,"13,57",0
CDA,25-34,vrouw,North Brabant,"6,09","20,4","2,03"
ChristenUnie,25-34,vrouw,North Brabant,"7,48","5,59","0,37"
D66,25-34,vrouw,North Brabant,"8,1","14,47","1,15"
DENK,25-34,vrouw,North Brabant,"5,59","13,94","0,68"
FvD,25-34,vrouw,North Brabant,"3,3","13,45","0,47"
GroenLinks,25-34,vrouw,North Brabant,"15,95","19,64","3,17"
PvdA,25-34,vrouw,North Brabant,"11,71","61,9","8,13"
PvdD,25-34,vrouw,North Brabant,"14,15","12,52","1,76"
SGP,25-34,vrouw,North Brabant,"9,39","4,59","0,43"
SP,25-34,vrouw,North Brabant,"2,11","20,01","1,15"
VVD,25-34,vrouw,North Brabant,"5,61","16,43","0,96"
50Plus,35-44,vrouw,North Brabant,0,"13,57",0
